test_id,target___id,target__title__language,target__title__value,target__isPrimary,target_super_group,target,|,|___id,|__title__language,|__title__value,|__isPrimary
eb853f669a9f569d7f053f3bd92b4ae3,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
aacf8c14dc8bf742fe6c364d8502f78c,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
7cfd61175971748504d400976a05fd10,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
c1f490ba8a5e6888b152f51bf415c1a1,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
7971e06dd26af531edb9f303dcb26a38,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
4fad9847fe4bb26487798065c68770af,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
d5d44978fe6f82a48e279b1d66fc8d2f,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
f40e861a01b3e208a62686e55a991d2e,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
e907fff4b4950d2827eaa6e2ff102e84,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
c9812947443f47d7a56715e297bc730b,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
ca463da85d9f12a8d260c6d2ef6a574b,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
f7696ee92c6b4200602eca0786fbb2ae,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
bb5b08dbd897662abab165ade6671144,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
b88a54a350142b13bd5cbb14d43487d8,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
3e30db416823a0b654ed5e0ab137c7d8,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
4bf7fcf10ae943fb327c5cac50168ecf,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
2d12b44506f72c1be1ef6c3d7f699c26,0cf5c14b4ec681c2f192c2a44f92a0d6,English,Current Affairs,TRUE,null,,,,,,
e6a08d51c029384556a9c3db9d6839c9,0d681e0c52058535e57d49ed6021cb55,English,J&K Bank Clerk,TRUE,null,,,,,,
987d28778ebf85d435adb6902066e5f4,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
8038ad8120b914fed88435d2b8619b36,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
9a70cdfb7cd5d30dbb706c808bbf206a,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
011ec2dd6c8330274ea9adcb42e32400,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
6f9d533b79e2a691b0b8c4a05dca8908,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
7b254ed78f469e012911899ecd5fd6ea,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
ff86f374ec033b2923b0a0abaede0ba8,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
8c422bf3497179398fb6a5dd46017d02,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
8b097dfb02564a4734ceb8fd9b5f37d4,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
d85f2cd1b0d88ecdb1e9bda33b5d3ab2,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
137a90adc6631b35c3e747019a3c345e,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
2f2ace3c858d0358d22ffab0706319b7,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
fad09618ae3a3bbd468b3f1bfeb45d39,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,,null,,,,,,
8850aa3c689300e103ecda9c6122d750,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
2f03d5c09320b9b9eaf9fbcd3b6ff0c7,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
fe0449bc2f0f5359f7ea2bcb096ecbff,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
f83dda8acd4a455674b0558490b9464f,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
ba5d3a04984101606c5e04411fe515b2,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
8232f31ef4066ebf12f1d9519d8ba98a,0d70c258333b7c2fc4e0a5083151f54a,English,CTET,TRUE,null,,,,,,
446e07b109f596719699d70ed065e19b,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
64a58dc5473d98963a7e5387dbd84042,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
36427f7049255371c83be45a125c809d,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
07df999bbac953d4a48e485bf4a4d566,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
2edd73259afa818ae1cdcdbf64c476a0,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
106c6c1e1e45a6574c0668987b54ba95,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
00fcb6c1487e43524db336cd77e8b4d2,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
97bb5bd9484fdcd85743d6f913843b0d,13d3af1e81316b23d69de37fd93ea8f5,English,RSMSSB JE,TRUE,null,,,,,,
3cba5fe8491c816923c098ce27232386,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
e52aea372b66fcddb3d93788ccdcf5d7,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
6b129afbea1894650043d3ff4784fd06,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
467d3795044530ac9ec46fdee66807f0,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
0b8ff0ae09ca01c66f63002c684ee90f,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
a0f9bbbcf36bfd945e143eedb6954e37,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
7ac82518c8c6bc4430139eefad5dde56,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
8864b34df8eb7d0aadd0f10c0d0c4dbe,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
81b295d771afab01f8c5c41fb5c8910e,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
6fe7ee0b28ed43ae4c8a724329dfb715,16a7a71a6e502baa03d4ae1faa5f33c8,English,CDS,TRUE,null,,,,,,
119cc5104f0736633f7d53601852f913,184b8ec11534f303b20a9e9c5e931d9d,English,NIACL AO,TRUE,null,,,,,,
5f504aae6c3a18efefc51eb2764af001,197b126e234d214131385f7a6480670b,English,AP Police Constable,TRUE,null,,,,,,
bf6adcd72656ec1904874b45692f76ab,197b126e234d214131385f7a6480670b,English,AP Police Constable,TRUE,null,,,,,,
584e0ef271c7fc5b12aaefc3c76c2630,1ef299d5908b9f45f245aa7630f35435,English,MPTET,TRUE,null,,,,,,
a9bc6e837b24099917fc412cc0d32060,1ef299d5908b9f45f245aa7630f35435,English,MPTET,,null,,,,,,
113dfee13f9aa2c935340957c1af3820,1ef299d5908b9f45f245aa7630f35435,English,MPTET,,null,,,,,,
b8d1f3d97716e5acd49a2da8ddc68d42,1ef299d5908b9f45f245aa7630f35435,English,MPTET,,null,,,,,,
b7f0db2832ec3a516f5864c8c1e40a19,1ef299d5908b9f45f245aa7630f35435,English,MPTET,,null,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
0bb770c1d79e16b3a020b619905e16a3,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,TRUE,null,,,,,,
d42b66d27bda485989bd4b9eacc8c536,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,TRUE,null,,,,,,
9ad50825903e58ad8dbcd11014e7299b,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,TRUE,null,,,,,,
c3af9d84b7dc9a2235ca52822549f4fe,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,TRUE,null,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
1e78fc93a189cd81b45d0e55419ec02d,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,TRUE,null,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
,21cde520a11aea91d3b0c222ee9f52a4,English,SBI Clerk,,,,,,,,
bf6ff11e2b2ff0d9076463f0769098b6,263ce798c954f6f8ee96d2933bc9e35f,English,CWC Junior Superintendent,TRUE,null,,,,,,
9bd40837b18b00e8f9e36d9329f8b488,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
726c5cb3082c17ba8ad0fe9749d17a7d,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
9e69c4e2d3c1a39c6e957d2b5d204925,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
50272b1b2a25a2a3a461abf1f15bde31,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
bee3d4fe658ef1cb7299d54c3c2e6ba3,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
fd5995ab912a4accab84691b14e7d46f,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
3c7709db082f22c81d27ed818059ec41,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
5c18204e90742227d7af38a62fe4df05,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
25e4b992dcc0e2add69e9295edd25c1d,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
cedac4627cb3ab8b8273ce3071431214,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
8ef2f16c2eac67157278708d0de2efeb,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
29cd70316e9abf29defa6a048395611c,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
1d1534ae82eb31edfe6e220ecdef11a0,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
326bcad655aa70298c3a19334c9454ae,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
e39f8436a154846c5d20387de795980c,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
46e953eba1e3028ef19e503b02e3e365,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
a4cc0a8fcb08ff31d4b5437203d12768,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
69571e161ccb72cbd2af3f9ab2d7216e,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
f36131a4d216514531d4f9b4431fa2f1,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
16650bfec3f96f83d63f8626e613c0fa,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
f9db870507b0217204f344203a70f499,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
4d785b5600e0c15df900fedc7207d26f,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
6c2df961cce975c00f9ea5bc2a6f1541,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
bcc8968e3c1817e73cecb5ecab274336,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
542b27ab38965af1a84ccac2d235aed2,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
983552175276f0f4bf652ea85870ff0f,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
6fe9fa35f99077fd9cff508fe8c8ffa8,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
f74fe9972e15c616a862732d325537d7,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
d69b0356bc7debee569266657afe62f3,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
98da163d043780ce1a8c4d7d14870350,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
648b11460f19e8ee9e42a45c9747a3a3,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
cfb3d097e05dda7d666ef29be48ef981,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
1fc98b6be85be9b83b074c55febb47cd,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,TRUE,null,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
,267449cef6a69ddba57803a44daea1fa,English,RRB Officer Scale - I,,,,,,,,
d661cfb8ec70be40452b13529904da20,2777085987a0c86b8da70ac1ccfc43d5,English,SSC Stenographer,TRUE,null,,,,,,
f191430476426d4be83da6dd9f1308b8,2777085987a0c86b8da70ac1ccfc43d5,English,SSC Stenographer,TRUE,null,,,,,,
bd30a83456a23dca928dec1252bddeb1,2777085987a0c86b8da70ac1ccfc43d5,English,SSC Stenographer,TRUE,null,,,,,,
942ce114b621afe8a8acc699a88ebe04,2777085987a0c86b8da70ac1ccfc43d5,English,SSC Stenographer,TRUE,null,,,,,,
a809745661752361c056c77cf4a83f95,285d45f5b9eb5e0c5f301f57d0dc1321,English,Bank of Baroda PO,TRUE,null,,,,,,
cec8474a5274c3fa4641465f5ea9e937,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
9dd5ceb847750ab766007dfd6d00ed81,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
044452a30116a72be4faecec3971a8b0,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
8ab52592ec136f2d9013db41030d2b6d,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
2f8420775c0a8baab2499a0992cd53b3,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
c0cbd0789edd5dd7d3e875d071b9a9bf,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
1e46f7250d40aa00c87c6d7bb14c8f64,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
6341f7b5dd0be25a4d40a4307883cd77,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
c94a592a732f2997909edc891c0d792b,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
cecf9a172ee0241bd9abb73364349e21,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
7b6f6728597fe7d6b7a0a09a879c0946,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
64eef804d2a8a7488f24b69f44e9a640,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
024ed8cef031c78205b00a9180da233e,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
7bf7ece499bf1854003f80fe5b00190b,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
e152c078429e06fb1da33b3a84fd4632,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
7d46d4ef54b2a0725e7454d2b1dd1f11,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
8aff360dc8d7362f0710fcf88c74e9e3,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
35587f79a4651395c6607f2d32a60cb3,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
2bff3cde9dcd948c81711f62813d564d,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
e657644ee2268e75cb7891aab17af0fc,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
4f14f3d36f18024e5ade9a836c5b9165,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
cfc8b2111fea58701a972b4eea4c31bb,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
1543f950d5a5f98168a55d5abf042599,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
3954e6e5c4bab1208472d34f6d52c8c9,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
5b212ef927c573b533ef362cde5ba079,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
a09658a3e29d197dcfeffcc064146009,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
e04f6604491438f45b84db5fc2d796a6,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
929a7d29914115b7b53ec1e10dae889d,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
939b11f0cff0821582986df2a70588de,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
c13669b41429f424fed7fdd9cf9efefd,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
d7d86e48290a7a258c5cfc7b8c5f0e53,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
d650a31f75404f9e79fb59b35e19ad8b,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
f9325b7dbb60c049775f966e6fb41061,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
231b5a026505169f72e377d73a36a190,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
eb02be329fc24801f56ef5b978bd5a0e,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
2f6b3aa559191bfb09334b9ad02ee2a3,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
10e6b6e2f8333110c314188da3effa34,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
302a53b882aadcb5f78edcfc6c0ba7a9,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
570238f33bd440a830fc9d48f6be50f5,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
4471780f3e1296a698d2ff17e79bfdee,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
7e945554cd65b107555f90b9c4dabfe6,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
6800919cb80be35a465e52a8923fe0eb,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
07ed94fcadd0d4ba5862b19c30df6e92,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
13f01bb86215d06db352b68d6336347f,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
064f78207b526294cf079d7a92139d89,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
6358bb0d2e49a0b5ddc0942522ecce7a,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
0113c7e185af28444c4d5db5d3704b66,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
d1edf8e1aef21dc8ae1d91ef16d14d73,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
5a134ada248e55bd31b48519ddac2ac2,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
13685053b28066d6d1136947d2131f99,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
9bd3bf00decdc99e0da2e2724a0d978a,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
08df271a59b4080181098dcab7cde413,2d56df559146cc13794bf1b6c763b7d6,English,English,TRUE,null,,,,,,
dac3a3adf3414289de73b378eab2a8d8,31cde784a0638faea8011329b82e8c1f,English,DSSSB,TRUE,null,,,,,,
a1a3a21fe3383077e4c4eaff7eb02e56,31cde784a0638faea8011329b82e8c1f,English,DSSSB,TRUE,null,,,,,,
b4f54199e98b0b1f55172ef50f4ac03b,31cde784a0638faea8011329b82e8c1f,English,DSSSB,TRUE,null,,,,,,
cf7fe19b81b4817d45865acb068702e5,31cde784a0638faea8011329b82e8c1f,English,DSSSB,TRUE,null,,,,,,
